index,random_starting_point,algorithm,ee,eei,proposed_locations,time,sigma
21,21,Random Search,441750,7126,"[[10.39779343 35.96303436]
 [10.25442874 38.29952514]
 [11.14175527 37.45670561]
 [10.51825824 35.54503746]
 [11.32561718 39.42295383]]",132.9944093,NA
13,13,Random Search,441664,7040,"[[11.99522938 35.32613011]
 [ 8.82936218 36.647806  ]
 [11.02117093 40.16454913]
 [12.44504571 39.21746182]
 [ 9.35394704 38.96751561]]",133.1695464,NA
2,2,Random Search,441626,7002,"[[10.84576648 36.74261463]
 [10.08424115 37.07153444]
 [13.1308982  37.56006367]
 [12.99684014 40.10689764]
 [ 8.81031895 36.62639843]]",133.1832035,NA
18,18,Random Search,441607,6983,"[[11.36473897 39.99182023]
 [10.47664108 36.57248921]
 [10.28649543 37.9853266 ]
 [10.33849881 38.38152797]
 [12.24647666 36.41310262]]",134.8029308,NA
24,24,Random Search,441466,6842,"[[13.465183   35.44424868]
 [12.29191537 35.73778124]
 [11.33451286 35.96586144]
 [ 9.97771008 37.88876534]
 [10.63759984 39.62456872]]",132.0665183,NA
20,20,Random Search,441464,6840,"[[11.6289978  39.75782402]
 [11.58513406 40.15403702]
 [ 8.82206014 39.31568496]
 [11.84423812 36.75937136]
 [13.26820846 36.43661578]]",133.0135231,NA
0,0,Random Search,441437,6813,"[[10.86385157 38.4813652 ]
 [12.8633211  39.91453535]
 [12.69659414 37.06552744]
 [11.10195066 36.17724426]
 [ 9.28612984 37.30549977]]",130.0461962,NA
11,11,Random Search,441406,6782,"[[10.78600135 36.25743875]
 [10.3539011  38.38551042]
 [ 9.47887253 38.63356426]
 [13.04215768 39.35989382]
 [11.94850579 37.5422792 ]]",133.1004443,NA
7,7,Random Search,441361,6737,"[[ 8.91009572 36.55874016]
 [11.03717483 39.60113516]
 [12.97509619 37.75161912]
 [10.38617402 36.03206099]
 [11.12221798 39.38877903]]",135.0617013,NA
6,6,Random Search,441245,6621,"[[12.58071085 36.76743479]
 [10.83348983 40.19504194]
 [11.80408156 36.96188356]
 [ 9.814766   40.17735179]
 [ 9.60490717 38.56791702]]",133.0145857,NA
29,29,Random Search,441212,6588,"[[13.40727058 38.95164911]
 [12.79445856 36.15540362]
 [ 9.03811785 38.69401325]
 [ 9.73923588 38.79928378]
 [ 9.7398543  36.90234255]]",140.7212358,NA
27,27,Random Search,441093,6469,"[[12.06755698 36.38648978]
 [ 9.44689853 38.60134568]
 [ 9.18031169 36.67634404]
 [11.76314837 36.49307992]
 [10.04054916 38.28277642]]",139.3987179,NA
23,23,Random Search,440987,6363,"[[13.484143   36.2775262 ]
 [10.13274927 35.78540793]
 [10.5190915  35.92688559]
 [12.27587449 38.14752264]
 [12.41114798 37.77347781]]",136.9347529,NA
3,3,Random Search,440887,6263,"[[10.30811739 36.82644635]
 [11.15710677 39.3862603 ]
 [13.014848   39.48783774]
 [12.20396342 37.7463022 ]
 [12.21729288 36.90517426]]",132.2243376,NA
14,14,Random Search,440834,6210,"[[ 9.30907612 39.30105079]
 [12.89484329 38.76405328]
 [11.26706755 36.40198002]
 [ 8.76493886 36.46179772]
 [12.85513759 35.48657289]]",132.2719378,NA
4,4,Random Search,440724,6100,"[[12.03524121 38.24560956]
 [10.30466661 37.4109012 ]
 [13.62404538 38.03581675]
 [13.30204678 35.27391823]
 [ 8.81600149 39.36520536]]",134.2761149,NA
10,10,Random Search,440589,5965,"[[ 8.95335033 35.34211276]
 [ 8.99464027 38.94019069]
 [13.51748272 38.84745293]
 [10.57821287 39.30474342]
 [ 9.37468668 39.95427475]]",132.1761692,NA
19,19,Random Search,440174,5550,"[[ 8.77298896 38.03446335]
 [13.65786678 37.56864663]
 [13.28014949 40.12828126]
 [13.15155379 36.4641614 ]
 [11.34202833 35.55502355]]",132.3503294,NA
